Lateral canthus (L) x,Lateral canthus (L) y,Lateral canthus (R) x,Lateral canthus (R) y,Palpebral fissure (RU) x,Palpebral fissure (RU) y,Palpebral fissure (RL) x,Palpebral fissure (RL) y,Palpebral fissure (LU) x,Palpebral fissure (LU) y,Palpebral fissure (LL) x,Palpebral fissure (LL) y,Depressor (L) x,Depressor (L) y,Depressor (R) x,Depressor (R) y,Depressor (M) x,Depressor (M) y,Nasal ala (L) x,Nasal ala (L) y,Nasal ala (R) x,Nasal ala (R) y,Medial brow (L) x,Medial brow (L) y,Medial brow (R) x,Medial brow (R) y,Malar eminence (L) x,Malar eminence (L) y,Malar eminence (R) x,Malar eminence (R) y
1170.17875633 608.646044852 1065.10401724 598.809260767 1081.64769956 596.57362802 1079.41206682 606.857538654 1158.55346604 604.621905908 1158.10633949 613.564436894 1133.51437928 693.600089219 1095.06149604 693.600089219 1114.73506421 703.436873304 1137.98564478 646.651801542 1097.74425534 645.310421894 1168.39025013 590.760982879 1076.28218097 581.818451893 1164.81323773 648.44030774 1067.33964999 637.262144007
1170.99893217 608.599099247 1065.70922839 598.899892562 1082.41628388 596.621266878 1080.39561582 606.655818475 1158.92651534 604.721136291 1158.41919867 613.835639026 1134.38614665 693.725115364 1095.48613686 693.725115364 1115.6584231 703.596293799 1138.51346864 646.73383475 1098.53003683 644.95392714 1168.7117079 590.714037275 1076.58644156 581.857492164 1165.59901923 648.677115522 1068.67574108 638.229831726
1171.81910801 608.552153643 1066.31443955 598.990524357 1083.1848682 596.668905736 1081.37916482 606.454098296 1159.29956463 604.820366673 1158.73205785 614.106841159 1135.25791401 693.85014151 1095.91077768 693.85014151 1116.58178199 703.755714294 1139.04129251 646.815867958 1099.31581832 644.597432386 1169.03316566 590.66709167 1076.89070216 581.896532434 1166.38480072 648.913923305 1070.01183217 639.197519445
1172.63928385 608.505208038 1066.9196507 599.081156153 1083.95345251 596.716544594 1082.36271383 606.252378117 1159.67261392 604.919597056 1159.04491703 614.378043291 1136.12968138 693.975167655 1096.33541849 693.975167655 1117.50514088 703.915134789 1139.56911638 646.897901166 1100.10159981 644.240937632 1169.35462343 590.620146066 1077.19496275 581.935572704 1167.17058221 649.150731087 1071.34792326 640.165207164
1173.45945969 608.458262433 1067.52486185 599.171787948 1084.72203683 596.764183452 1083.34626283 606.050657937 1160.04566321 605.018827439 1159.35777621 614.649245424 1137.00144875 694.1001938 1096.76005931 694.1001938 1118.42849978 704.074555284 1140.09694024 646.979934373 1100.8873813 643.884442878 1169.6760812 590.573200461 1077.49922334 581.974612975 1167.9563637 649.38753887 1072.68401435 641.132894883
1172.82033533 608.926455342 1067.00038533 599.353361273 1084.14023638 596.88843286 1082.87911022 606.174907346 1159.5785106 605.315048597 1158.71865185 614.830818749 1136.47697222 693.765851876 1095.14642837 693.651204043 1117.44543192 704.141480776 1139.57246371 647.104183782 1100.36290478 643.779396621 1169.15160467 591.156041203 1077.08939465 581.926890634 1168.00512634 648.766577363 1071.12770732 640.282637709
1172.18121097 609.39464825 1066.4759088 599.534934598 1083.55843594 597.012682269 1082.41195761 606.299156754 1159.11135799 605.611269756 1158.07952749 615.012392074 1135.95249569 693.431509952 1093.53279743 693.202214286 1116.46236406 704.208406268 1139.04798719 647.228433191 1099.83842825 643.674350363 1168.62712814 591.738881944 1076.67956595 581.879168293 1168.05388898 648.145615856 1069.5714003 639.432380536
1171.54208661 609.862841158 1065.95143227 599.716507924 1082.9766355 597.136931678 1081.944805 606.423406163 1158.64420538 605.907490914 1157.44040313 615.193965399 1135.42801917 693.097168028 1091.91916648 692.753224528 1115.4792962 704.27533176 1138.52351066 647.352682599 1099.31395172 643.569304105 1168.10265161 592.321722685 1076.26973726 581.831445951 1168.10265161 647.524654349 1068.01509327 638.582123363
1170.90296225 610.331034066 1065.42695575 599.898081249 1082.39483505 597.261181086 1081.47765239 606.547655572 1158.17705277 606.203712072 1156.80127877 615.375538725 1134.90354264 692.762826104 1090.30553554 692.304234771 1114.49622834 704.342257253 1137.99903413 647.476932008 1098.7894752 643.464257847 1167.57817509 592.904563426 1075.85990856 581.78372361 1168.15141425 646.903692842 1066.45878625 637.73186619
1170.26383789 610.799226974 1064.90247922 600.079654574 1081.81303461 597.385430495 1081.01049978 606.67190498 1157.70990016 606.499933231 1156.16215441 615.55711205 1134.37906611 692.42848418 1088.6919046 691.855245014 1113.51316048 704.409182745 1137.47455761 647.601181416 1098.26499867 643.35921159 1167.05369856 593.487404168 1075.45007987 581.736001269 1168.20017689 646.282731335 1064.90247922 636.881609017
1169.62471353 611.267419882 1064.37800269 600.261227899 1081.23123417 597.509679903 1080.54334717 606.796154389 1157.24274755 606.796154389 1155.52303005 615.738685375 1133.85458959 692.094142256 1087.07827366 691.406255257 1112.53009262 704.476108237 1136.95008108 647.725430825 1097.74052214 643.254165332 1166.52922203 594.070244909 1075.04025118 581.688278928 1168.24893953 645.661769828 1063.3461722 636.031351843
